primaryPosition,Player ID,firstName,lastName,nationality,height_cm,weight,shootsCatches
Left Wing,8477503,Max,Domi,CAN,177.8,195.0,L
Center,8470755,Brad,Richardson,CAN,182.88,190.0,L
Left Wing,8477527,Ross,Johnston,CAN,195.58,235.0,L
Center,8477989,Christian,Dvorak,USA,182.88,195.0,L
Defence,8474218,Jason,Demers,CAN,185.42,195.0,R
Center,8478445,Mathew,Barzal,CAN,182.88,189.0,R
Defence,8471274,Alex,Goligoski,USA,180.34,185.0,L
Goalie,8477293,Antti,Raanta,FIN,182.88,195.0,L
Defence,8475171,Oliver,Ekman-Larsson,SWE,187.96,200.0,L
Goalie,8475839,Louis,Domingue,CAN,190.5,210.0,R
Right Wing,8468085,Radim,Vrbata,CZE,185.42,194.0,R
Left Wing,8478474,Lawson,Crouse,CAN,193.04,220.0,L
Left Wing,8477464,Nic,Petan,CAN,175.26,179.0,L
Defence,8476473,Connor,Murphy,USA,193.04,212.0,R
Center,8477460,Laurent,Dauphin,CAN,185.42,180.0,L
Right Wing,8462038,Shane,Doan,CAN,185.42,223.0,R
Left Wing,8477407,Anthony,Duclair,CAN,180.34,191.0,L
Center,8473466,Ryan,White,CAN,182.88,200.0,R
Left Wing,8473465,Jamie,McGinn,CAN,185.42,205.0,L
Defence,8477950,Tony,DeAngelo,USA,180.34,181.0,R
Center,8478440,Dylan,Strome,CAN,190.5,200.0,L
Center,8475769,Quinton,Howden,CAN,187.96,189.0,L
Center,8478029,Chase,De Leo,USA,175.26,185.0,L
Center,8469759,Vernon,Fiddler,CAN,180.34,205.0,L
Defence,8470724,Kyle,Quincey,CAN,187.96,210.0,L
Defence,8476923,Damon,Severson,CAN,187.96,205.0,R
Right Wing,8475758,Devante,Smith-Pelly,CAN,182.88,223.0,R
Center,8471233,Travis,Zajac,CAN,187.96,185.0,R
Goalie,8476234,Keith,Kinkaid,USA,190.5,195.0,L
Defence,8475186,John,Moore,USA,187.96,210.0,L
Defence,8479483,Yohann,Auvitu,FRA,180.34,187.0,L
Left Wing,8469500,Michael,Cammalleri,CAN,175.26,185.0,L
Defence,8472382,Andy,Greene,USA,180.34,190.0,L
Center,8478401,Pavel,Zacha,CZE,190.5,210.0,L
Center,8478566,Sergey,Kalinin,RUS,190.5,200.0,L
Right Wing,8475151,Kyle,Palmieri,USA,180.34,185.0,R
Right Wing,8479250,Nick,Lappin,USA,185.42,175.0,R
Left Wing,8477839,Conor,Sheary,USA,172.72,175.0,L
Goalie,8470880,Brian,Elliott,CAN,187.96,209.0,L
Left Wing,8474642,Lance,Bouma,CAN,187.96,208.0,L
Right Wing,8475832,Tom,Kuhnhackl,DEU,187.96,196.0,L
Defence,8478397,Rasmus,Andersson,SWE,185.42,214.0,R
Right Wing,8475163,Alex,Chiasson,CAN,193.04,208.0,R
Defence,8477244,Chad,Ruhwedel,USA,180.34,191.0,R
Left Wing,8474176,Carl,Hagelin,SWE,180.34,186.0,L
Right Wing,8477240,Carter,Rowney,CAN,187.96,200.0,R
Defence,8468674,Deryk,Engelland,CAN,187.96,214.0,R
Goalie,8470594,Marc-Andre,Fleury,CAN,187.96,180.0,L
Left Wing,8473542,Tom,Sestito,USA,195.58,228.0,L
Center,8476897,Oskar,Sundqvist,SWE,190.5,209.0,R
Center,8477404,Jake,Guentzel,USA,180.34,180.0,L
Defence,8474611,Cameron,Gaunce,CAN,187.96,204.0,L
Defence,8469770,Dennis,Wideman,CAN,182.88,202.0,R
Defence,8471958,Dan,Girardi,CAN,185.42,212.0,R
Right Wing,8471339,Ryan,Callahan,USA,177.8,187.0,R
Defence,8471873,Anton,Stralman,SWE,180.34,190.0,R
Center,8476826,Yanni,Gourde,CAN,175.26,172.0,L
Center,8476468,J.T.,Miller,USA,185.42,218.0,L
Defence,8476886,Slater,Koekkoek,CAN,187.96,193.0,L
Defence,8470601,Braydon,Coburn,CAN,195.58,223.0,L
Right Wing,8476453,Nikita,Kucherov,RUS,180.34,178.0,L
Center,8474870,Tyler,Johnson,USA,172.72,183.0,R
Defence,8475167,Victor,Hedman,SWE,198.12,223.0,L
Defence,8474151,Ryan,McDonagh,USA,185.42,215.0,L
Center,8478010,Brayden,Point,CAN,177.8,166.0,R
Center,8476195,Cory,Conacher,CAN,172.72,180.0,L
Center,8478519,Anthony,Cirelli,CAN,182.88,180.0,L
Right Wing,8476439,Brett,Ritchie,CAN,190.5,217.0,R
Center,8476975,Cedric,Paquette,CAN,185.42,198.0,L
Defence,8477205,Andrej,Sustr,CZE,200.66,220.0,R
Defence,8477945,Julius,Honka,FIN,180.34,186.0,R
Left Wing,8473986,Alex,Killorn,CAN,185.42,196.0,L
Defence,8477009,Jake,Dotchin,CAN,190.5,210.0,R
Left Wing,8477454,Adam,Erne,USA,185.42,214.0,L
Center,8474564,Steven,Stamkos,CAN,185.42,194.0,R
Defence,8479410,Mikhail,Sergachev,RUS,190.5,215.0,L
Right Wing,8470740,Lee,Stempniak,USA,180.34,195.0,R
Defence,8477938,Haydn,Fleury,CAN,190.5,221.0,L
Left Wing,8477415,Anton,Slepyshev,RUS,187.96,221.0,R
Right Wing,8478427,Sebastian,Aho,FIN,180.34,172.0,L
Defence,8476403,Klas,Dahlbeck,SWE,190.5,207.0,L
Left Wing,8477458,Valentin,Zykov,RUS,185.42,224.0,R
Right Wing,8476427,Ty,Rattie,CAN,180.34,184.0,R
Defence,8476988,Matt,Benning,CAN,185.42,204.0,R
Goalie,8474152,Scott,Darling,USA,198.12,232.0,L
Left Wing,8479465,Drake,Caggiula,CAN,177.8,185.0,L
Right Wing,8479344,Jesse,Puljujarvi,FIN,193.04,211.0,R
Defence,8478451,Ethan,Bear,CAN,180.34,209.0,R
Goalie,8475660,Cam,Talbot,CAN,193.04,200.0,L
Defence,8471729,Kris,Russell,CAN,177.8,173.0,L
Left Wing,8476857,Pontus,Aberg,SWE,180.34,196.0,R
Left Wing,8476934,Brock,McGinn,CAN,182.88,185.0,L
Defence,8476457,Adam,Larsson,SWE,190.5,210.0,R
Defence,8476416,Dillon,Simpson,CAN,187.96,204.0,L
Left Wing,8476882,Teuvo,Teravainen,FIN,180.34,178.0,L
Right Wing,8475178,Zack,Kassian,CAN,190.5,209.0,R
Center,8478402,Connor,McDavid,CAN,185.42,192.0,L
Center,8478585,Derek,Ryan,USA,180.34,170.0,R
Center,8471311,Tyler,Kennedy,CAN,180.34,185.0,R
Center,8471331,Kevin,Porter,USA,180.34,191.0,L
Goalie,8471239,Cory,Schneider,USA,190.5,205.0,L
Right Wing,8475810,Bryan,Rust,USA,180.34,192.0,R
Left Wing,8469462,Tuomo,Ruutu,FIN,182.88,200.0,L
Defence,8470110,Trevor,Daley,CAN,180.34,195.0,L
Right Wing,8472410,Stephen,Gionta,USA,170.18,175.0,R
Goalie,8476899,Matt,Murray,CAN,193.04,178.0,L
Defence,8475750,Jon,Merrill,USA,190.5,205.0,L
Defence,8473673,David,Schlemko,CAN,185.42,189.0,L
Left Wing,8477010,Joseph,Blandisi,CAN,182.88,200.0,L
Defence,8470600,Ryan,Suter,USA,187.96,202.0,L
Right Wing,8475798,Mikael,Granlund,FIN,177.8,185.0,L
Left Wing,8474589,Tyler,Ennis,CAN,175.26,161.0,L
Defence,8477467,Gustav,Olofsson,SWE,190.5,196.0,L
Right Wing,8473485,Chris,Stewart,CAN,187.96,242.0,R
Left Wing,8475220,Marcus,Foligno,CAN,190.5,232.0,L
Center,8478493,Joel,Eriksson Ek,SWE,185.42,206.0,L
Defence,8474716,Jared,Spurgeon,CAN,175.26,168.0,R
Right Wing,8476619,Zack,Mitchell,CAN,185.42,196.0,R
Goalie,8471227,Devan,Dubnyk,CAN,198.12,218.0,L
Left Wing,8475722,Jason,Zucker,USA,180.34,187.0,L
Defence,8476856,Matt,Dumba,CAN,182.88,184.0,R
Left Wing,8470610,Zach,Parise,USA,180.34,195.0,L
Center,8479316,Luke,Kunin,USA,182.88,193.0,R
Defence,8476422,Mike,Reilly,USA,187.96,195.0,L
Center,8475157,Landon,Ferraro,CAN,182.88,176.0,R
Defence,8476463,Jonas,Brodin,SWE,185.42,194.0,L
Center,8469459,Mikko,Koivu,FIN,190.5,215.0,L
Left Wing,8468486,Scott,Hartnell,CAN,187.96,215.0,L
Center,8476448,William,Karlsson,SWE,185.42,189.0,L
Defence,8476850,Ryan,Murray,CAN,185.42,205.0,L
Goalie,8476914,Joonas,Korpisalo,FIN,190.5,182.0,L
Right Wing,8474715,Cam,Atkinson,USA,172.72,179.0,R
Defence,8474774,Dalton,Prout,CAN,190.5,230.0,R
Center,8477505,Alexander,Wennberg,SWE,187.96,196.0,L
Left Wing,8476438,Brandon,Saad,USA,185.42,206.0,L
Center,8471273,Brandon,Dubinsky,USA,187.96,205.0,L
Left Wing,8474709,Matt,Martin,CAN,190.5,220.0,L
Center,8477939,William,Nylander,SWE,182.88,191.0,R
Defence,8476941,Connor,Carrick,USA,177.8,192.0,R
Defence,8477359,Tucker,Poolman,USA,187.96,199.0,R
Center,8479318,Auston,Matthews,USA,190.5,216.0,L
Left Wing,8476410,Josh,Leivo,CAN,187.96,210.0,R
Goalie,8475883,Frederik,Andersen,DNK,193.04,230.0,L
Center,8466139,Patrick,Marleau,CAN,187.96,215.0,L
Center,8468575,Dominic,Moore,CAN,182.88,192.0,L
Center,8475786,Zach,Hyman,CAN,185.42,213.0,R
Defence,8479458,Nikita,Zaitsev,RUS,187.96,195.0,R
Right Wing,8477015,Connor,Brown,CAN,182.88,185.0,R
Center,8478483,Mitchell,Marner,CAN,182.88,175.0,R
Defence,8480158,Andreas,Borgman,SWE,182.88,212.0,L
Right Wing,8474727,Ben,Smith,USA,180.34,203.0,R
Defence,8468542,Paul,Martin,USA,185.42,200.0,L
Left Wing,8475834,Marcus,Sorensen,SWE,180.34,175.0,L
Goalie,8474889,Martin,Jones,CAN,193.04,195.0,L
Defence,8474027,Justin,Braun,USA,187.96,205.0,R
Center,8474230,Micheal,Haley,CAN,180.34,205.0,L
Center,8474053,Logan,Couture,CAN,185.42,205.0,L
Right Wing,8478099,Kevin,Labanc,USA,180.34,185.0,R
Left Wing,8474571,Mikkel,Boedker,DNK,182.88,210.0,L
Defence,8476331,Dylan,DeMelo,CAN,185.42,195.0,R
Right Wing,8478373,Nikita,Soshnikov,RUS,180.34,185.0,L
Center,8466138,Joe,Thornton,CAN,193.04,220.0,L
Defence,8470613,Brent,Burns,CAN,195.58,230.0,R
Center,8470619,Brian,Boyle,USA,198.12,245.0,L
Defence,8471709,Marc-Edouard,Vlasic,CAN,185.42,205.0,L
Center,8476919,Chris,Tierney,CAN,185.42,195.0,L
Center,8470794,Joe,Pavelski,USA,180.34,195.0,R
Right Wing,8475820,Joonas,Donskoi,FIN,182.88,190.0,R
Center,8477922,Melker,Karlsson,SWE,182.88,180.0,R
Defence,8476289,Alexey,Marchenko,RUS,190.5,210.0,R
Defence,8475455,Brenden,Dillon,CAN,193.04,225.0,L
Center,8476881,Tomas,Hertl,CZE,187.96,220.0,L
Right Wing,8468208,Joel,Ward,CAN,185.42,225.0,R
Left Wing,8470626,Loui,Eriksson,SWE,187.96,196.0,L
Left Wing,8473419,Brad,Marchand,CAN,175.26,181.0,L
Defence,8471717,Adam,McQuaid,CAN,193.04,212.0,R
Right Wing,8474625,Jimmy,Hayes,USA,195.58,215.0,R
Center,8471276,David,Krejci,CZE,182.88,186.0,R
Defence,8470886,Clayton,Stoner,CAN,193.04,216.0,L
Center,8478569,Noel,Acciari,USA,177.8,208.0,R
Right Wing,8477956,David,Pastrnak,CZE,182.88,181.0,R
Defence,8476476,Joe,Morrow,CAN,182.88,196.0,L
Goalie,8475361,Jonas,Gustavsson,SWE,193.04,201.0,L
Defence,8476792,Torey,Krug,USA,175.26,186.0,L
Defence,8465009,Zdeno,Chara,SVK,205.74,250.0,L
Defence,8476191,Kevan,Miller,USA,187.96,210.0,R
Center,8470638,Patrice,Bergeron,CAN,185.42,195.0,R
Center,8467423,Shawn,Horcoff,CAN,185.42,210.0,L
Defence,8475902,Zach,Trotman,USA,190.5,217.0,R
Center,8475727,Ryan,Spooner,CAN,177.8,184.0,L
Center,8476116,Ryan,Garbutt,CAN,182.88,195.0,L
Right Wing,8475204,Brandon,Pirri,CAN,182.88,186.0,L
Center,8470775,Nate,Thompson,USA,182.88,212.0,L
Defence,8475155,Simon,Despres,CAN,193.04,218.0,L
Left Wing,8473492,Matt,Beleskey,CAN,182.88,203.0,L
Center,8471390,Mike,Santorelli,CAN,182.88,189.0,R
Right Wing,8475292,Tyler,Randell,CAN,185.42,198.0,R
Center,8468700,Paul,Gaustad,USA,195.58,227.0,L
Defence,8470640,Matt,Carle,USA,182.88,197.0,L
Defence,8475218,Mattias,Ekholm,SWE,193.04,215.0,L
Defence,8467890,Barret,Jackman,CAN,182.88,203.0,L
Center,8470047,Valtteri,Filppula,FIN,182.88,196.0,L
Center,8475714,Calle,Jarnkrok,SWE,180.34,186.0,R
Center,8467371,Mike,Ribeiro,CAN,182.88,179.0,L
Center,8467370,Mike,Fisher,CAN,185.42,216.0,R
Left Wing,8476887,Filip,Forsberg,SWE,185.42,205.0,R
Defence,8473658,Victor,Bartley,CAN,182.88,217.0,L
Defence,8474600,Roman,Josi,CHE,185.42,201.0,L
Center,8474570,Cody,Hodgson,CAN,182.88,191.0,R
Left Wing,8476292,Ondrej,Palat,CZE,182.88,188.0,L
Left Wing,8471707,James,Neal,CAN,187.96,221.0,L
Right Wing,8473588,Erik,Condra,USA,180.34,188.0,R
Defence,8475868,Anthony,Bitetto,USA,185.42,210.0,L
Right Wing,8475225,Craig,Smith,USA,185.42,208.0,R
Goalie,8471469,Pekka,Rinne,FIN,195.58,217.0,L
Left Wing,8475766,Austin,Watson,USA,193.04,204.0,R
Defence,8476300,Nikita,Nesterov,RUS,180.34,191.0,L
Defence,8474520,Jason,Garrison,CAN,185.42,218.0,L
Left Wing,8470180,Eric,Nystrom,USA,185.42,200.0,L
Left Wing,8477494,Jonathan,Drouin,CAN,182.88,203.0,L
Defence,8475176,Ryan,Ellis,CAN,177.8,180.0,R
Center,8476480,Vladislav,Namestnikov,RUS,180.34,180.0,L
Left Wing,8478042,Viktor,Arvidsson,SWE,175.26,180.0,R
Left Wing,8476948,Charles,Hudon,CAN,177.8,188.0,L
Left Wing,8476207,Brian,Gibbons,USA,172.72,175.0,L
Center,8476399,Blake,Coleman,USA,180.34,200.0,L
Left Wing,8476851,Alex,Galchenyuk,USA,185.42,207.0,L
Defence,8477463,Steven,Santini,USA,187.96,205.0,R
Right Wing,8476474,Stefan,Noesen,USA,185.42,205.0,R
Defence,8480143,Jakub,Jerabek,CZE,180.34,200.0,L
Center,8480002,Nico,Hischier,CHE,185.42,175.0,L
Defence,8474818,Jordie,Benn,CAN,187.96,198.0,L
Right Wing,8475848,Brendan,Gallagher,CAN,175.26,181.0,R
Left Wing,8479407,Jesper,Bratt,SWE,177.8,175.0,L
Left Wing,8477425,Miles,Wood,USA,187.96,195.0,L
Left Wing,8477455,Jacob,de la Rose,SWE,190.5,210.0,L
Defence,8477355,Will,Butcher,USA,177.8,190.0,L
Left Wing,8475235,Nicolas,Deslauriers,CAN,185.42,215.0,L
Right Wing,8476381,Andrew,Shaw,CAN,180.34,182.0,R
Right Wing,8475913,Mark,Stone,CAN,193.04,219.0,R
Defence,8475815,Julian,Melchiori,CAN,195.58,214.0,L
Left Wing,8474884,Mike,Hoffman,CAN,182.88,181.0,L
Left Wing,8473537,Viktor,Stalberg,SWE,190.5,209.0,L
Right Wing,8471676,Bobby,Ryan,USA,187.96,209.0,R
Defence,8476279,Jyrki,Jokipakka,FIN,190.5,215.0,L
Left Wing,8474250,Zack,Smith,CAN,187.96,208.0,L
Defence,8478031,Nelson,Nogier,CAN,187.96,191.0,R
Center,8467967,Chris,Kelly,CAN,182.88,190.0,L
Left Wing,8471768,Tom,Pyatt,CAN,180.34,185.0,L
Center,8474739,Tommy,Wingels,USA,182.88,200.0,R
Defence,8476879,Cody,Ceci,CAN,187.96,209.0,R
Left Wing,8474018,Christopher,DiDomenico,CAN,180.34,174.0,R
Center,8473544,Derick,Brassard,CAN,185.42,202.0,L
Center,8476419,Jean-Gabriel,Pageau,CAN,177.8,184.0,R
Right Wing,8470358,Alexandre,Burrows,CAN,185.42,197.0,L
Defence,8474697,Mark,Borowiecki,CAN,185.42,207.0,L
Defence,8475227,Chris,Wideman,USA,177.8,183.0,R
Defence,8474578,Erik,Karlsson,SWE,182.88,191.0,R
Left Wing,8476288,Ryan,Dzingel,USA,182.88,190.0,L
Goalie,8477237,Mike,Condon,USA,187.96,195.0,L
Defence,8476368,Fredrik,Claesson,SWE,185.42,200.0,L
Center,8474068,Kyle,Turris,CAN,185.42,190.0,R
Center,8476539,Jonathan,Marchessault,CAN,175.26,174.0,R
Defence,8476779,Brad,Hunt,CAN,175.26,187.0,L
Goalie,8476883,Andrei,Vasilevskiy,RUS,190.5,207.0,L
Left Wing,8473970,Rob,Klinkhammer,CAN,190.5,214.0,L
Center,8476905,Chandler,Stephenson,CAN,182.88,203.0,L
Goalie,8475831,Philipp,Grubauer,DEU,185.42,191.0,L
Goalie,8474550,Antti,Niemi,FIN,187.96,215.0,L
Defence,8477043,Christian,Djoos,SWE,182.88,169.0,L
Left Wing,8477944,Jakub,Vrana,CZE,182.88,197.0,L
Defence,8479376,Victor,Mete,CAN,175.26,184.0,L
Defence,8477474,Madison,Bowey,CAN,187.96,198.0,R
Defence,8476807,Matt,Tennyson,USA,187.96,205.0,R
Center,8464977,Dainius,Zubrus,LTU,195.58,225.0,L
Right Wing,8471371,Mike,Brown,USA,180.34,205.0,R
Left Wing,8470854,Tanner,Glass,CAN,185.42,213.0,L
Right Wing,8470201,Jiri,Hudler,CZE,177.8,190.0,L
Center,8475738,Jordan,Weal,CAN,177.8,179.0,R
Right Wing,8470877,David,Jones,CAN,190.5,208.0,R
Left Wing,8471664,Mason,Raymond,CAN,185.42,179.0,L
Defence,8471222,Ladislav,Smid,CZE,193.04,210.0,L
Goalie,8471403,Karri,Ramo,FIN,187.96,206.0,L
Center,8474577,Joe,Colborne,CAN,195.58,221.0,L
Left Wing,8475650,Brandon,Bollig,USA,187.96,220.0,L
Right Wing,8477591,Josh,Jooris,CAN,185.42,197.0,R
Defence,8467496,Andrei,Markov,RUS,182.88,200.0,L
Center,8471976,David,Desharnais,CAN,170.18,180.0,L
Defence,8477810,Joel,Hanley,CAN,180.34,191.0,L
Defence,8477969,Marcus,Pettersson,SWE,193.04,180.0,L
Goalie,8470140,Kari,Lehtonen,FIN,193.04,209.0,L
Left Wing,8469638,Jussi,Jokinen,FIN,180.34,198.0,L
Center,8468001,Derek,MacKenzie,CAN,180.34,181.0,L
Center,8476428,Rocco,Grimaldi,USA,167.64,180.0,R
Goalie,8466141,Roberto,Luongo,CAN,190.5,217.0,L
Center,8475736,Connor,Brickley,USA,182.88,203.0,L
Defence,8477932,Aaron,Ekblad,CAN,193.04,216.0,R
Defence,8475755,Alex,Petrovic,CAN,193.04,206.0,R
Center,8475760,Nick,Bjugstad,USA,198.12,218.0,R
Left Wing,8476456,Jonathan,Huberdeau,CAN,185.42,188.0,L
Defence,8465185,Willie,Mitchell,CAN,190.5,210.0,L
Center,8471245,Dave,Bolland,CAN,182.88,184.0,R
Center,8476389,Vincent,Trocheck,USA,177.8,182.0,R
Left Wing,8475253,Garrett,Wilson,CAN,187.96,199.0,L
Defence,8474000,Steven,Kampfer,USA,180.34,195.0,R
Right Wing,8475191,Reilly,Smith,CAN,182.88,185.0,L
Left Wing,8465978,Shawn,Thornton,CAN,187.96,217.0,R
Defence,8467331,Brad,Stuart,CAN,187.96,215.0,L
Right Wing,8477916,Borna,Rendulic,HRV,187.96,200.0,R
Left Wing,8467338,Alex,Tanguay,CAN,185.42,194.0,L
Defence,8477453,Chris,Bigras,CAN,185.42,190.0,L
Goalie,8475717,Calvin,Pickard,CAN,185.42,200.0,L
Defence,8474597,Cody,Goloubef,CAN,185.42,200.0,R
Center,8476390,Joseph,Cramarossa,CAN,182.88,192.0,L
Right Wing,8471504,Rene,Bourque,CAN,187.96,217.0,L
Right Wing,8471766,Jared,Boll,USA,190.5,206.0,R
Defence,8475199,Eric,Gelinas,CAN,193.04,215.0,L
Defence,8469492,Fedor,Tyutin,RUS,187.96,221.0,L
Defence,8474604,Aaron,Ness,USA,177.8,184.0,L
Left Wing,8477456,J.T.,Compher,USA,182.88,193.0,R
Center,8477973,Vladislav,Kamenev,RUS,187.96,194.0,L
Left Wing,8477573,Nathan,Walker,AUS,175.26,186.0,L
Right Wing,8477958,Nikolay,Goldobin,RUS,180.34,185.0,L
Defence,8479442,Troy,Stecher,CAN,177.8,190.0,R
Defence,8475690,Christopher,Tanev,CAN,187.96,195.0,R
Defence,8478408,Travis,Dermott,CAN,182.88,208.0,L
Right Wing,8477953,Kasperi,Kapanen,FIN,185.42,187.0,R
Goalie,8471774,Alex,Stalock,USA,182.88,191.0,L
Right Wing,8475799,Nino,Niederreiter,CHE,187.96,216.0,L
Right Wing,8475816,Stanislav,Galiev,RUS,185.42,197.0,R
Center,8474096,Nick,Spaling,CAN,185.42,198.0,L
Center,8470617,Mike,Richards,CAN,180.34,196.0,L
Center,8475247,Michael,Latta,CAN,182.88,207.0,R
Defence,8473426,Mike,Weber,USA,187.96,217.0,L
Defence,8476465,Ryan,Murphy,CAN,180.34,185.0,R
Defence,8476162,Steve,Oleksy,USA,182.88,188.0,R
Defence,8478004,Brett,Lernout,CAN,193.04,214.0,R
Goalie,8479292,Charlie,Lindgren,USA,185.42,182.0,R
Defence,8477642,Rinat,Valiev,RUS,190.5,215.0,L
Defence,8478454,Noah,Juulsen,CAN,187.96,175.0,R
Center,8476925,Colton,Sissons,CAN,185.42,200.0,R
Right Wing,8477003,Riley,Barber,USA,182.88,190.0,R
Left Wing,8476158,Harry,Zolnierczyk,CAN,180.34,180.0,L
Goalie,8477424,Juuse,Saros,FIN,180.34,180.0,L
Defence,8474134,Yannick,Weber,CHE,180.34,200.0,R
Defence,8474056,P.K.,Subban,CAN,182.88,210.0,R
Left Wing,8477482,Zach,Sanford,USA,193.04,207.0,L
Defence,8475625,Matt,Irwin,CAN,185.42,207.0,L
Left Wing,8477942,Kevin,Fiala,CHE,177.8,193.0,L
Center,8475793,Ryan,Johansen,CAN,190.5,218.0,R
Goalie,8471418,Anton,Khudobin,RUS,180.34,195.0,L
Defence,8471735,Keith,Yandle,USA,185.42,196.0,L
Right Wing,8474149,Evgenii,Dadonov,RUS,180.34,185.0,L
Center,8477955,Jared,McCann,CAN,185.42,198.0,L
Center,8474098,Colton,Sceviour,CAN,182.88,195.0,R
Defence,8479325,Charlie,McAvoy,USA,182.88,208.0,R
Defence,8477346,MacKenzie,Weegar,CAN,182.88,212.0,R
Defence,8476891,Matt,Grzelcyk,USA,175.26,174.0,L
Center,8476374,Sean,Kuraly,USA,187.96,213.0,L
Left Wing,8478498,Jake,DeBrusk,CAN,182.88,188.0,L
Left Wing,8477320,Anton,Blidh,SWE,182.88,201.0,L
Right Wing,8467407,Brian,Gionta,USA,170.18,178.0,R
Right Wing,8470655,David,Backes,USA,190.5,221.0,R
Defence,8476875,Mike,Matheson,CAN,187.96,192.0,L
Center,8477213,Tim,Schaller,USA,187.96,210.0,L
Center,8478843,Denis,Malgin,CHE,175.26,177.0,R
Defence,8475796,Mark,Pysyk,CAN,185.42,200.0,R
Center,8479553,Maxim,Mamin,RUS,187.96,191.0,L
Defence,8478443,Brandon,Carlo,USA,195.58,208.0,R
Center,8478366,Frank,Vatrano,USA,175.26,201.0,L
Center,8478046,Danton,Heinen,CAN,185.42,185.0,L
Left Wing,8470041,Rick,Nash,CAN,193.04,211.0,L
Defence,8477452,Ian,McCoshen,USA,190.5,217.0,L
Center,8477493,Aleksander,Barkov,FIN,190.5,213.0,L
Center,8477512,Frederik,Gauthier,CAN,195.58,232.0,L
Right Wing,8467493,Chris,Neil,CAN,185.42,209.0,R
Right Wing,8478376,Casey,Bailey,USA,190.5,195.0,R
Defence,8475613,Nate,Prosser,USA,187.96,201.0,R
Left Wing,8475287,Erik,Haula,FIN,182.88,193.0,L
Center,8476872,Scott,Laughton,CAN,185.42,190.0,L
Right Wing,8476235,Justin,Fontaine,CAN,177.8,174.0,R
Center,8469469,R.J.,Umberger,USA,187.96,214.0,L
Left Wing,8470871,Chris,Porter,CAN,185.42,206.0,L
Left Wing,8473646,Ryan,Carter,USA,185.42,205.0,L
Goalie,8473404,Niklas,Backstrom,FIN,187.96,192.0,L
Center,8475745,Charlie,Coyle,USA,190.5,221.0,R
Defence,8477850,Christian,Folin,SWE,190.5,204.0,R
Defence,8478563,Evgeny,Medvedev,RUS,190.5,187.0,L
Center,8468526,Jarret,Stoll,CAN,185.42,216.0,R
Left Wing,8477960,Adrian,Kempe,SWE,187.96,195.0,L
Left Wing,8478233,Andrew,Mangiapane,CAN,177.8,184.0,L
Center,8477380,Jonny,Brodzinski,USA,185.42,217.0,L
Defence,8480147,Oscar,Fantenberg,SWE,182.88,210.0,L
Left Wing,8475949,Marek,Hrivik,SVK,187.96,197.0,R
Defence,8477073,Kurtis,MacDermid,CAN,195.58,233.0,L
Center,8480113,Alex,Iafallo,USA,182.88,185.0,L
Goalie,8468685,Henrik,Lundqvist,SWE,185.42,180.0,L
Right Wing,8470609,Steve,Bernier,CAN,190.5,220.0,R
Defence,8467096,Dan,Boyle,CAN,180.34,194.0,R
Center,8475715,Oscar,Lindberg,SWE,185.42,202.0,L
Center,8470144,Frans,Nielsen,DNK,185.42,188.0,L
Right Wing,8475855,Jesper,Fast,SWE,182.88,191.0,R
Center,8475763,Kevin,Hayes,USA,195.58,217.0,L
Center,8477126,Jayson,Megna,USA,185.42,195.0,R
Left Wing,8475184,Chris,Kreider,USA,190.5,224.0,L
Center,8471362,Mikhail,Grabovski,BLR,180.34,186.0,L
Defence,8469623,Marek,Zidlicky,CZE,180.34,190.0,R
Defence,8470630,Kevin,Klein,CAN,185.42,206.0,R
Defence,8471686,Marc,Staal,CAN,193.04,209.0,L
Defence,8473565,Brian,Strait,USA,185.42,206.0,L
Defence,8475795,Dylan,McIlrath,CAN,195.58,236.0,R
Right Wing,8475692,Mats,Zuccarello,NOR,172.72,179.0,L
Right Wing,8470622,Patrick,Eaves,USA,177.8,202.0,R
Center,8477006,Christoph,Bertschy,CHE,177.8,185.0,R
Defence,8469665,Johnny,Oduya,SWE,182.88,191.0,L
Right Wing,8471490,Adam,Cracknell,CAN,187.96,218.0,R
Left Wing,8475310,Curtis,McKenzie,CAN,187.96,205.0,L
Center,8476344,Tyler,Graovac,CAN,195.58,208.0,L
Right Wing,8476924,Martin,Frk,CZE,185.42,205.0,R
Left Wing,8471254,Bryan,Bickell,CAN,193.04,223.0,L
Defence,8478562,Jakub,Nakladal,CZE,187.96,212.0,R
Center,8477887,Patrick,Brown,USA,185.42,216.0,R
Left Wing,8471716,Justin,Abdelkader,USA,187.96,214.0,L
Goalie,8471695,Tuukka,Rask,FIN,190.5,176.0,L
Goalie,8475852,Petr,Mrazek,CZE,187.96,181.0,L
Center,8468083,Henrik,Zetterberg,SWE,182.88,197.0,L
Defence,8476525,Colin,Miller,CAN,185.42,196.0,R
Right Wing,8476822,Luke,Glendening,USA,180.34,192.0,R
Center,8478512,Austin,Czarnik,USA,175.26,160.0,R
Goalie,8477225,Jared,Coreau,CAN,198.12,220.0,L
Defence,8471242,Mike,Green,CAN,185.42,207.0,R
Defence,8476450,Ryan,Sproul,CAN,193.04,205.0,R
Left Wing,8476430,Tomas,Jurco,SVK,187.96,188.0,L
Defence,8470318,Jonathan,Ericsson,SWE,193.04,220.0,L
Left Wing,8470778,Drew,Miller,USA,187.96,183.0,L
